http://boxrec.com/en/event/683832/1853743	Heavyweight
http://boxrec.com/en/event/676106/1819680	Heavyweight
http://boxrec.com/en/event/747092/2143366	Heavyweight
http://boxrec.com/en/event/763401/2219533	Heavyweight
http://boxrec.com/en/event/695671/1903191	Heavyweight
http://boxrec.com/en/event/704266/1938012	Heavyweight
http://boxrec.com/en/event/681730/1844306	Heavyweight
http://boxrec.com/en/event/556857/1322668	Heavyweight
http://boxrec.com/en/event/46197/72337	Heavyweight
http://boxrec.com/en/event/720264/2008109	Heavyweight
http://boxrec.com/en/event/726677/2038159	Heavyweight
http://boxrec.com/en/event/753576/2172610	Heavyweight
http://boxrec.com/en/event/756911/2188852	Heavyweight
http://boxrec.com/en/event/732322/2067632	Heavyweight
http://boxrec.com/en/event/684040/1854814	Heavyweight
http://boxrec.com/en/event/640659/1685674	Heavyweight
http://boxrec.com/en/event/705549/1942392	Heavyweight
http://boxrec.com/en/event/744772/2132647	Heavyweight
http://boxrec.com/en/event/655739/1750111	Heavyweight
http://boxrec.com/en/event/707600/1948782	Heavyweight
http://boxrec.com/en/event/738145/2098240	Heavyweight
http://boxrec.com/en/event/609420/1559951	Heavyweight
http://boxrec.com/en/event/744769/2137152	Heavyweight
http://boxrec.com/en/event/659927/1755052	Heavyweight
http://boxrec.com/en/event/61482/101107	Heavyweight
http://boxrec.com/en/event/717550/1994274	Heavyweight
http://boxrec.com/en/event/539403/1243536	Heavyweight
http://boxrec.com/en/event/573817/1421575	Heavyweight
http://boxrec.com/en/event/718330/2017447	Heavyweight
http://boxrec.com/en/event/221/22898	Heavyweight
http://boxrec.com/en/event/761828/2212196	Heavyweight
http://boxrec.com/en/event/759173/2200164	Heavyweight
http://boxrec.com/en/event/4227/6869	Heavyweight
http://boxrec.com/en/event/726675/2038734	Heavyweight
http://boxrec.com/en/event/648513/1718614	Heavyweight
http://boxrec.com/en/event/756909/2198436	Heavyweight
http://boxrec.com/en/event/577499/1415351	Heavyweight
http://boxrec.com/en/event/633403/1646040	Heavyweight
http://boxrec.com/en/event/764048/2222375	Heavyweight
http://boxrec.com/en/event/704073/1937144	Heavyweight
http://boxrec.com/en/event/734890/2083567	Heavyweight
http://boxrec.com/en/event/725429/2031991	Heavyweight
http://boxrec.com/en/event/675956/1834397	Heavyweight
http://boxrec.com/en/event/761692/2211450	Heavyweight
http://boxrec.com/en/event/696356/1906506	Heavyweight
http://boxrec.com/en/event/668539/1787894	Heavyweight
http://boxrec.com/en/event/686742/1865824	Heavyweight
http://boxrec.com/en/event/701389/1928472	Heavyweight
http://boxrec.com/en/event/614801/1572981	Heavyweight
http://boxrec.com/en/event/655630/1743037	Heavyweight
http://boxrec.com/en/event/762731/2216256	Heavyweight
http://boxrec.com/en/event/745942/2130759	Heavyweight
http://boxrec.com/en/event/723540/2021663	Heavyweight
http://boxrec.com/en/event/759911/2203462	Heavyweight
http://boxrec.com/en/event/762199/2213826	Heavyweight
http://boxrec.com/en/event/740237/2108216	Heavyweight
http://boxrec.com/en/event/732160/2066810	Heavyweight
http://boxrec.com/en/event/61575/101281	Heavyweight
http://boxrec.com/en/event/722448/2016589	Heavyweight
http://boxrec.com/en/event/721315/2012604	Heavyweight
http://boxrec.com/en/event/741029/2112587	Heavyweight
http://boxrec.com/en/event/703150/1938623	Heavyweight
http://boxrec.com/en/event/698065/1913909	Heavyweight
http://boxrec.com/en/event/745143/2133645	Heavyweight
http://boxrec.com/en/event/741272/2114950	Heavyweight
http://boxrec.com/en/event/728623/2049218	Heavyweight
http://boxrec.com/en/event/20519/29845	Heavyweight
http://boxrec.com/en/event/559381/1335062	Heavyweight
http://boxrec.com/en/event/762000/2212925	Heavyweight
http://boxrec.com/en/event/294481/103214	Heavyweight
http://boxrec.com/en/event/751515/2163515	Heavyweight
http://boxrec.com/en/event/743831/2126713	Heavyweight
http://boxrec.com/en/event/761384/2210117	Heavyweight
http://boxrec.com/en/event/746275/2152180	Heavyweight
http://boxrec.com/en/event/747111/2143431	Heavyweight
http://boxrec.com/en/event/762827/2216714	Heavyweight
http://boxrec.com/en/event/488057/1064756	Heavyweight
http://boxrec.com/en/event/761065/2208829	Heavyweight
http://boxrec.com/en/event/700471/1926005	Heavyweight
http://boxrec.com/en/event/750015/2156674	Heavyweight
http://boxrec.com/en/event/749381/2154451	Heavyweight
http://boxrec.com/en/event/761830/2217587	Heavyweight
http://boxrec.com/en/event/50929/80407	Heavyweight
http://boxrec.com/en/event/726508/2037375	Heavyweight
http://boxrec.com/en/event/737425/2096900	Heavyweight
http://boxrec.com/en/event/755636/2156344	Heavyweight
http://boxrec.com/en/event/762550/2215257	Heavyweight
http://boxrec.com/en/event/762869/2216922	Heavyweight
http://boxrec.com/en/event/728080/2045167	Heavyweight
http://boxrec.com/en/event/4628/6484	Heavyweight
http://boxrec.com/en/event/764549/2225020	Heavyweight
http://boxrec.com/en/event/761686/2218255	Heavyweight
http://boxrec.com/en/event/762845/2216795	Heavyweight
http://boxrec.com/en/event/764966/2227118	Heavyweight
http://boxrec.com/en/event/748342/2153580	Heavyweight
http://boxrec.com/en/event/761065/2214968	Heavyweight
http://boxrec.com/en/event/763593/2222264	Heavyweight
http://boxrec.com/en/event/761963/2217980	Heavyweight
http://boxrec.com/en/event/764112/2222779	Heavyweight
http://boxrec.com/en/event/763216/2218713	Heavyweight
